"데이터=전국시장 넘버 Num 1)서울시","사진여부  ","시장이름 MarketName ","MarketNameEN ","MarketNameJp ","MarketNameCn ","BaseCategory 지역1 Province_kr ","Province_en ","Province_jp ","Province_cn ","SecondCategory District_kr ","District_en ","District_jp ","District_cn ","Address 주소 Address_kr ","Address_en ","Address_jp ","Address_cn ","HasfTag 해시태그 HashTag_kr ","HashTag_en ","HashTag_jp ","HashTag_cn ","Description 설명 Description_kr ","Description_en ","Description_jp ","Description_cn ","OpenTime 운영시간 OpenTime ","OpenTime_En ","OpenTime_Jp ","OpenTime_Ch ","전화번호 Tel ","네이버링크 NaverLink "
"4","","김제전통시장","Gimje Traditional Market","金堤伝統市場","金堤传统市场","전라북도","Jeollabuk-do","全羅北道","全罗北道","김제시","Gimje-si","金堤市","金堤市","전북 김제시 시장7길 15-7","15-7, Sijang 7-gil, Gimje-si","全羅北道 金堤市 市場7キル 15-7","全罗北道 金堤市 市场7路 15-7","#지평선시장, #쌀특화, #로컬푸드, #농기구, #김제여행","#GimjeMarket, #Rice, #Agriculture, #LocalProduct","#金堤市場, #米特化, #農機具, #ローカルフード","#金堤市场, #大米特产, #农机具, #当地食品","김제 지평선의 넓은 평야에서 생산된 양질의 농산물과 쌀, 농기구 등이 활발히 거래됩니다.","Active trading of high-quality agricultural products, rice, and tools from Gimje's plains.","金堤の広い平野で生産された良質な農産物や米、農機具などが活発に取引されます。","交易金堤广阔平原生产的优质农产品、大米及农机具等的市场。","09:00–19:00 (매달 2, 7일 오일장 위주)","09:00–19:00 (Peak on 2nd/7th)","09:00–19:00 (2, 7日の五日市が中心)","09:00–19:00 (以2, 7号五日集为主)","063-548-2234",""
"1","","목포종합수산시장","Mokpo Fisheries Market","木浦総合水産市場","木浦综合水产市场","전라남도","Jeollanam-do","全羅南道","全罗南道","목포시","Mokpo-si","木浦市","木浦市","전남 목포시 해안로 267","267, Haean-ro, Mokpo-si","全羅南道 木浦市 海岸路 267","全罗南道 木浦市 海岸路 267","#홍어, #건어물, #목포항, #수산물도매, #목포여행","#MokpoSeafood, #Skate, #DriedFish, #Wholesale","#木浦海鮮, #ガンギエイ, #乾物, #木浦旅行","#木浦海鲜, #洪鱼, #干货, #木浦旅游","목포항 인근의 대표 수산시장으로 목포의 명물 홍어와 각종 건어물, 신선한 수산물 거래의 중심입니다.","A representative seafood market near Mokpo Port, a hub for skate and various dried fish.","木浦港近くの代表的な水産市場で、名物のガンギエイや乾物、新鮮な海鮮が揃います。","邻近木浦港的代表性水产市场，是木浦名产洪鱼、各类干货及新鲜水产的交易中心。","05:00–21:00 (연중무휴)","05:00–21:00 (Open year-round)","05:00–21:00 (年中無休)","05:00–21:00 (全年无休)","061-245-5096",""
"2","","순천아랫장","Suncheon Araet-jang","順天アレッジャン","顺天下市","전라남도","Jeollanam-do","全羅南道","全罗南道","순천시","Suncheon-si","順天市","顺天市","전남 순천시 장평로 60","60, Jangpyeong-ro, Suncheon-si","全羅南道 順天市 張平路 60","全罗南道 顺天市 张平路 60","#전국최대오일장, #야시장, #로컬푸드, #순대국밥, #순천여행","#Largest5dayMarket, #NightMarket, #Suncheon","#全国最大五日市, #夜市, #ローカルフード, #順天","#韩国最大五日集, #夜市, #当地食品, #顺天旅游","전국 최대 규모의 오일장(2, 7일)으로 유명하며, 주말에는 야시장이 열려 관광객들이 많이 찾습니다.","Famous as Korea's largest 5-day market (2nd/7th), with a popular weekend night market.","全国最大規模の五日市（2、7日）で有名。週末は夜市も開催され賑わいます。","闻名全国的最大规模五日集（逢2、7号），周末举办夜市，吸引大量游客。","08:00–22:00 (2, 7일 오일장 위주)","08:00–22:00 (Peak on 2nd/7th)","08:00–22:00 (2, 7日の五日市が中心)","08:00–22:00 (以2, 7号五日集为主)","061-741-3335",""
"3","","여수수산시장","Yeosu Fisheries Market","麗水水産市場","丽水水产市场","전라남도","Jeollanam-do","全羅南道","全罗南道","여수시","Yeosu-si","麗水市","丽水市","전남 여수시 객사길 7","7, Gaeksa-gil, Yeosu-si","全羅南道 麗水市 客舎キル 7","全罗南道 丽水市 客舍路 7","#여수밤바다, #돌게장, #갓김치, #회센터, #여수여행","#YeosuSeafood, #Sashimi, #Crab, #GatKimchi","#麗水海鮮, #刺身, #カニ醤油漬け, #麗水旅行","#丽水海鲜, #生鱼片, #酱蟹, #芥菜泡菜, #丽水旅游","여수 연안여객선터미널 인근의 현대식 수산시장으로 갓김치, 돌게장 등 전남 특산물이 가득합니다.","A modern fish market near Yeosu Terminal, full of local specialties like Gat-kimchi.","麗水旅客船ターミナル近くの現代的な水産市場。カラシナキムチやカニ料理が豊富です。","邻近丽水沿岸客运码头的现代化水产市场，到处是芥菜泡菜、酱蟹等全南特产。","06:00–22:00 (매달 둘째 화요일 휴무)","06:00–22:00 (Closed 2nd Tue)","06:00–22:00 (第2火曜休)","06:00–22:00 (每月第二个周二休息)","061-662-7262",""
"4","","나주영산포풍물시장","Naju Yeongsanpo Market","羅州栄山浦風物市場","罗州荣山浦风物市场","전라남도","Jeollanam-do","全羅南道","全罗南道","나주시","Naju-si","羅州市","罗州市","전남 나주시 이창길 15","15, Ichang-gil, Naju-si","全羅南道 羅州市 二倉キル 15","全罗南道 罗州市 二仓路 15","#숙성홍어, #나주곰탕, #오일장, #로컬장터, #영산강","#FermentedSkate, #Naju, #5dayMarket, #LocalFood","#熟成ガンギエイ, #羅州, #五日市, #ローカル市場","#发酵洪鱼, #罗州, #五日集, #当地集市","영산포 홍어 거리와 인접한 전통시장으로 5, 10일에 열리는 오일장은 남도 특유의 활기가 넘칩니다.","A traditional market near Yeongsanpo Skate Street, its 5th/10th market is full of energy.","栄山浦ガンギエイ通りに隣接する市場で、5、10日の五日市は南道特有の活気があります。","邻近荣山浦洪鱼街的传统市场，逢5、10号举办的五日集充满了南道特有的活力。","08:00–19:00 (5, 10일 오일장 위주)","08:00–19:00 (Peak on 5th/10th)","08:00–19:00 (5, 10日の五日市が中心)","08:00–19:00 (以5, 10号五日集为主)","061-331-1025",""
"1","","속초관광수산시장","Sokcho Tourist & Fishery Market","束草観光水産市場","束草观光水产市场","강원도","Gangwon-do","江原道","江原道","속초시","Sokcho-si","束草市","束草市","강원 속초시 중앙로147번길 12","12, Jungang-ro 147beon-gil, Sokcho","江原道 束草市 中央路147番キル 12","江原道 束草市 中央路147路 12","#닭강정, #아바이순대, #회센터, #속초여행, #속초중앙시장","#Dakgangjeong, #Seafood, #Sokcho, #Travel","#タッカンジョン, #アバイスンデ, #束草旅行","#辣子鸡, #阿爸米血肠, #水产中心, #束草旅游","속초의 필수 관광 코스로 닭강정, 튀김 등 먹거리 골목과 지하 수산물 회센터가 매우 유명합니다.","A must-visit in Sokcho, famous for Dakgangjeong (spicy chicken) and its underground sashimi center.","束草の必須観光コースで、タッカンジョンや天ぷらなどのグルメ、地下の刺身センターが非常に有名です。","束草必游路线，辣子鸡、炸物等美食街及地下水产刺身中心非常有名。","08:00–21:00 (연중무휴)","08:00–21:00 (Open year-round)","08:00–21:00 (年中無休)","08:00–21:00 (全年无休)","033-633-3501",""
"2","","강릉중앙시장","Gangneung Jungang Market","江陵中央市場","江陵中央市场","강원도","Gangwon-do","江原道","江原道","강릉시","Gangneung-si","江陵市","江陵市","강원 강릉시 금성로 21","21, Geumseong-ro, Gangneung-si","江原道 江陵市 金星路 21","江原道 江陵市 金星路 21","#소머리국밥, #닭강정, #강릉맛집, #로컬푸드, #강릉여행","#Gangneung, #Gukbap, #MarketFood, #Tourism","#牛頭クッパ, #タッカンジョン, #江陵グルメ, #観光","#牛头汤饭, #辣子鸡, #江陵美食, #江陵旅游","영동 지역의 거점 시장으로 소머리국밥 골목과 다양한 간식거리가 있어 여행객들의 방문이 끊이지 않습니다.","A logistics hub in the Yeongdong region, famous for its beef head soup alley and street snacks.","嶺東地域の拠点市場。牛頭クッパ通りや多様な軽食があり、多くの観光客で賑わいます。","岭东地区的核心市场，拥有牛头汤饭街和各类小吃，游客络绎不绝。","09:00–21:00 (매장별 상이)","09:00–21:00 (Varies by shop)","09:00–21:00 (店舗により異なる)","09:00–21:00 (各店不同)","033-648-4477",""
"3","","원주중앙시장","Wonju Jungang Market","原州中央市場","原州中央市场","강원도","Gangwon-do","江原道","江原道","원주시","Wonju-si","原州市","原州市","강원 원주시 중앙시장길 2","2, Jungangsijang-gil, Wonju-si","江原道 原州市 中央市場キル 2","江原道 原州市 中央市场路 2","#미로예술시장, #소고기골목, #원주핫플, #백종원의골목식당","#MiroMarket, #BeefAlley, #Wonju, #ArtMarket","#迷路芸術市場, #牛肉通り, #原州ホットプレ","#迷路艺术市场, #牛肉街, #原州打卡地, #艺术市场","2층 미로예술시장이 젊은 층에 인기이며, 소고기 특수부위 구이 골목이 전통적으로 유명합니다.","Famous for its Miro (maze) Art Market on the 2nd floor and its traditional beef specialty alley.","2階の迷路芸術市場が若者に人気。牛肉の希少部位を焼く通りも伝統的に有名です。","二楼的迷路艺术市场深受年轻人欢迎，传统的牛肉特色部位烧烤街也十分有名。","09:00–20:00 (매달 첫째, 셋째 일요일 휴무)","09:00–20:00 (Closed 1st/3rd Sun)","09:00–20:00 (第1・3日曜休)","09:00–20:00 (每月第一、三个周日休息)","033-743-2570",""
"4","","춘천중앙시장","Chuncheon Jungang Market","春川中央市場","春川中央市场","강원도","Gangwon-do","江原道","江原道","춘천시","Chuncheon-si","春川市","春川市","강원 춘천시 명동길 34","34, Myeongdong-gil, Chuncheon-si","江原道 春川市 明洞キル 34","江原道 春川市 明洞路 34","#낭만시장, #춘천닭갈비, #막국수, #춘천명동, #겨울연가","#RomanticMarket, #Dakgalbi, #Chuncheon, #Myeongdong","#浪漫市場, #タッカルビ, #マッククス, #春川明洞","#浪漫市场, #春川铁板鸡, #荞麦面, #春川明洞","춘천 명동 인근에 위치한 '춘천낭만시장'으로 불리며 닭갈비 골목과 패션 거리가 인접해 있습니다.","Known as 'Romantic Market' near Myeongdong, it's adjacent to the Dakgalbi alley and fashion street.","春川明洞の近くに位置し「春川浪漫市場」とも。タッカルビ通りやファッション街が隣接しています。","被称为“春川浪漫市场”，邻近春川明洞，附近有铁板鸡街和时尚街。","09:00–19:30 (일요일 휴무 상이)","09:00–19:30 (Closed on Sundays)","09:00–19:30 (日曜休)","09:00–19:30 (周日休息)","033-254-5269",""
"1","","제주동문수산시장","Jeju Dongmun Market","済州東門市場","济州东门市场","제주도","Jeju","済州特別自治道","济州特别自治道","제주시","Jeju-si","済州市","济州市","제주 제주시 관덕로14길 10","10, Gwandeok-ro 14-gil, Jeju-si","済州 済州市 観徳路14キル 10","济州 济州市 观德路14路 10","#야시장, #오메기떡, #은갈치, #제주공항근처, #제주여행","#JejuDongmun, #NightMarket, #FreshFish, #JejuTravel","#済州東門, #夜市, #オメギトッ, #太刀魚, #観光","#济州东门, #夜市, #欧米基饼, #带鱼, #济州旅游","제주에서 가장 크고 오래된 상설시장으로 신선한 수산물과 밤마다 열리는 화려한 야시장이 명물입니다.","Jeju's largest and oldest market, famous for fresh seafood and its vibrant night market.","済州で最大かつ最古の常設市場で、新鮮な水産物と毎晩開かれる華やかな夜市が名物です。","济州规模最大、最古老的常设市场，以新鲜水产和每晚举办的华丽夜市而闻名。","08:00–21:00 (야시장 18:00–24:00)","08:00–21:00 (Night 18:00–24:00)","08:00–21:00 (夜市 18:00–24:00)","08:00–21:00 (夜市 18:00–24:00)","064-752-3001",""
"2","","서귀포매일올레시장","Seogwipo Olle Market","西帰浦毎日オルレ市場","西归浦每日偶来市场","제주도","Jeju","済州特別自治道","济州特别自治道","서귀포시","Seogwipo-si","西帰浦市","西归浦市","제주 서귀포시 중앙로62번길 18","18, Jungang-ro 62beon-gil, Seogwipo","済州 西帰浦市 中央路62番キル 18","济州 西归浦市 中央路62路 18","#마늘치킨, #모닥치기, #올레길, #서귀포핫플, #한라봉","#OlleMarket, #Seogwipo, #StreetFood, #Tourism","#西帰浦オルレ, #ニンニクチキン, #グルメ, #観光","#西归浦偶来, #大蒜炸鸡, #美食, #西归浦打卡地","서귀포 중심가에 위치해 관광객 접근성이 뛰어나며 마늘치킨, 귤하르방 빵 등 먹거리가 가득합니다.","Located in central Seogwipo, highly accessible for tourists and full of unique street food.","西帰浦の中心部に位置し観光客のアクセスが良く、多様なグルメで溢れています。","位于西归浦中心地带，游客便利性极佳，充满了大蒜炸鸡等特色美食。","07:00–21:00 (연중무휴)","07:00–21:00 (Open year-round)","07:00–21:00 (年中無休)","07:00–21:00 (全年无休)","064-762-1949",""
"3","","제주민속오일시장","Jeju Five-Day Market","済州民俗五日市場","济州民俗五日市场","제주도","Jeju","済州特別自治道","济州特别自治道","제주시","Jeju-si","済州市","济州市","제주 제주시 오일장서길 26","26, Oiljangseo-gil, Jeju-si","済州 済州市 五日場西キル 26","济州 济州市 五日场西路 26","#오일장, #제주로컬, #장터국밥, #최대규모오일장","#Jeju5DayMarket, #LocalVibe, #Tradition, #Fresh","#済州五日市, #ローカル市場, #伝統, #新鮮","#济州五日集, #当地风情, #大集汤饭, #最大规模五日集","2, 7일에 열리는 전국 최대 규모의 오일장으로 제주의 활기찬 로컬 문화를 제대로 경험할 수 있습니다.","One of Korea's largest 5-day markets (2nd/7th), offering an authentic local Jeju experience.","2、7日に開かれる全国最大規模の五日市で、済州の活気あるローカル文化を体験できます。","逢2、7号举办的全国最大规模五日集，可以深入体验济州充满活力的当地文化。","08:00–20:00 (2, 7일 오일장 위주)","08:00–20:00 (Peak on 2nd/7th)","08:00–20:00 (2, 7日の五日市が中心)","08:00–20:00 (以2, 7号五日集为主)","064-743-5985",""
"4","","한림민속오일시장","Hallim Five-Day Market","翰林民俗五日市場","翰林民俗五日市场","제주도","Jeju","済州特別自治道","济州特别自治道","제주시 한림읍","Hallim-eup, Jeju-si","済州市 翰林邑","济州市 翰林邑","제주 제주시 한림읍 한림중앙로 73","73, Hallimjungang-ro, Hallim-eup","済州 済州市 翰林邑 翰林中央路 73","济州 济州市 翰林邑 翰林中央路 73","#서부권시장, #한림맛집, #로컬장터, #4일9일장","#HallimMarket, #WestJeju, #LocalFood, #Authentic","#翰林五日市, #済州西部, #ローカル市場","#翰林五日集, #西部地区, #当地集市, #4日9日集","제주 서부권을 대표하는 오일장(4, 9일)으로 인근 협재, 금능 해변과 가까워 관광객도 많이 찾습니다.","A representative 5-day market (4th/9th) in western Jeju, popular due to proximity to Hyeopjae Beach.","済州西部を代表する五日市（4、9日）。近くの挟才、金寧ビーチからも多くの人が訪れます。","代表济州西部地区的五日集（逢4、9号），邻近挟才、金宁海滨，吸引大量游客。","08:00–18:00 (4, 9일 오일장 위주)","08:00–18:00 (Peak on 4th/9th)","08:00–18:00 (4, 9日の五日市が中心)","08:00–18:00 (以4, 9号五日集为主)","064-796-5415",""
